EventId;InvestigationType;AccidentNumber;EventDate;Location;Country;Latitude;Longitude;AirportCode;AirportName;InjurySeverity;AircraftDamage;AircraftCategory;RegistrationNumber;Make;Model;AmateurBuilt;NumberOfEngines;EngineType;FARDescription;Schedule;PurposeOfFlight;AirCarrier;TotalFatalInjuries;TotalSeriousInjuries;TotalMinorInjuries;TotalUninjured;WeatherCondition;BroadPhaseOfFlight;ReportStatus;PublicationDate
20031201X01968;Incident;DEN04IA024;11/10/2003;Denver, CO;United States;;;DEN;DENVER INTL;Incident;Minor;;N254GL;Beech;1900D;No;2;Turbo Prop;;SCHD;;;;;;13;VMC;TAXI;Probable Cause;06/02/2004
20040129X00122;Incident;MIA04WA026;11/08/2003;Walkers Cay, Bahamas;Bahamas;27.266667;-78.400000;;;Incident;Minor;;N7KH;Piper;PA-46-350P;No;;;;;Personal;;;;;1;VMC;;Foreign;01/29/2004
20050815X01241;Incident;NYC04IA023;11/04/2003;Bangor, ME;United States;44.807500;-68.828056;BGR;Bangor International;Incident;Minor;;N805TH;Cessna;208B;No;1;Turbo Prop;;NSCH;;AirNow (DBA: AirNow);;;;1;VMC;CRUISE;Probable Cause;10/27/2005
20031105X01864;Incident;ATL04IA028;10/25/2003;Fayetteville, NC;United States;34.984166;-78.866667;FAY;Fayetteville Regional;Incident;Minor;;N39541;Piper;PA-32RT-300T;No;1;Reciprocating;;;Personal;;;;;1;VMC;TAKEOFF;Probable Cause;07/07/2005
20031029X01828;Incident;DEN04IA014;10/22/2003;Denver, CO;United States;39.858611;-104.066945;;;Incident;;;N420FX;Learjet;45;No;2;Turbo Fan;;;Personal;;;;;4;VMC;DESCENT;Probable Cause;03/02/2004
20031028X01818;Incident;CHI04IA018;10/22/2003;Lapeer, MI;United States;43.066667;-83.272223;D95;Dupont-Lapeer;Incident;Minor;;N77HX;Enstrom;F-28C;No;1;Reciprocating;;;Instructional;;;;;2;VMC;APPROACH;Probable Cause;06/02/2004
20031023X01801;Incident;NYC04IA010;10/16/2003;Albany, NY;United States;42.748055;-73.802778;ALB;Albany International Airport;Incident;;;N850CA;Beech;1900D;No;2;Turbo Prop;;;Positioning;;;;;2;VMC;TAKEOFF;Probable Cause;09/01/2004
20031023X01800;Incident;DEN04IA012;10/12/2003;Denver, CO;United States;39.858333;-104.666945;DEN;Denver International;Incident;Minor;;N375FE;McDonnell Douglas;DC-10-10;No;3;Turbo Jet;;SCHD;;;;;;7;VMC;TAKEOFF;Probable Cause;06/30/2004
20040528X00690;Incident;DCA04WA003;10/06/2003;Changi Airport, Singapore;Singapore;;;;;Incident;Minor;;;Boeing;737-400;No;;;;SCHD;;;;;;;;;Foreign;05/28/2004
20040528X00693;Incident;DCA04IA002;10/05/2003;Miami, FL;United States;;;MIA;;Incident;Minor;;HB-IQZ;Airbus Industrie;A330;No;2;Turbo Fan;;SCHD;;Edelweiss Air AG;;;;183;VMC;CLIMB;Probable Cause;04/25/2006
20031113X01896;Incident;SEA04IA010;10/02/2003;Lyon, France;France;;;;;Incident;Minor;;N479EV;Boeing;747-100;No;4;Turbo Fan;;SCHD;;;;;;3;VMC;CRUISE;Probable Cause;09/01/2004
20031009X01689;Incident;ATL04IA002;10/02/2003;Clayton, GA;United States;34.832778;-83.409444;PVT;Heaven's Landing Airport;Incident;Minor;;N2831D;North American;T6G;No;1;Reciprocating;;;Personal;;;;;2;VMC;LANDING;Probable Cause;08/09/2007
20031016X01745;Incident;ATL04IA010;10/01/2003;Columbus, MS;United States;33.452500;-88.368889;UBS;Columbus-Lowndes County Airpor;Incident;Minor;;N7219H;Beech;58;No;2;Reciprocating;;;Personal;;;;;1;VMC;LANDING;Probable Cause;07/07/2005
20040528X00696;Incident;DCA04WA025;09/28/2003;Chennai, India;India;;;;;Incident;;;;Boeing;777-300;No;;;;SCHD;;;;;;;;;Foreign;05/28/2004
20031114X01902;Incident;DCA03IA058;09/25/2003;DFW, TX;United States;;;;;Incident;;;N462AA;McDonnell Douglas;MD-80;No;;;;SCHD;;AMERICAN AIRLINES INC;;;8;86;;TAXI;Probable Cause;01/31/2008
20030905X01473;Incident;CHI03IA300;08/29/2003;Rapid City, SD;United States;44.045277;-103.057222;RAP;RAPID CITY REGIONAL;Incident;;;N651EJ;Cessna;650;No;2;Turbo Fan;;;Business;;;;;9;VMC;CRUISE;Probable Cause;06/02/2004
20030827X01408;Incident;MIA03IA168;08/24/2003;Miami, FL;United States;25.793055;-80.290555;MIA;Miami International;Incident;Minor;;N609AA;Boeing;757-223;No;2;Turbo Fan;;SCHD;;;;;;169;VMC;TAXI;Probable Cause;12/28/2004
20030826X01395;Incident;DEN03IA147;08/23/2003;Denver, CO;United States;39.858611;-104.666945;;;Incident;Minor;;N192GL;Beech;1900D;No;2;Turbo Prop;;SCHD;;;;;;16;VMC;CLIMB;Probable Cause;02/05/2004
20030908X01481;Incident;CHI03IA293;08/19/2003;Wilmington, IL;United States;41.171945;-88.267223;;;Incident;Minor;;N880SF;Bell;230;No;2;Turbo Shaft;;;Positioning;;;;;3;VMC;CRUISE;Probable Cause;12/03/2004
20030827X01414;Incident;LAX03IA259;08/18/2003;Honolulu, HI;United States;21.318611;-157.922500;HNL;Honolulu International;Incident;Minor;;C-FYKX;Airbus;A340-300;No;4;Turbo Fan;;SCHD;;;;;;185;VMC;TAKEOFF;Probable Cause;12/28/2004
20030822X01387;Incident;ATL03IA126;08/13/2003;Raleigh Durham, NC;United States;35.883056;-78.790277;RDU;Raleigh Durham International;Incident;Minor;;N451CA;Bombardier;CL600-2B19;No;2;Turbo Fan;;SCHD;;;;;;23;VMC;CRUISE;Probable Cause;10/27/2005
20080506X00612;Incident;ENG04RA001;08/09/2003;Brussels, Belgium;Belgium;;;;;Incident;;;;Airbus Industrie;A330;;;;;SCHD;;;;;;;;;Foreign;05/06/2008
20030811X01305;Incident;CHI03IA257;08/09/2003;Chesterfield, MO;United States;38.661944;-90.651111;SUS;Spirit of St. Louis;Incident;;;N122EJ;Cessna;650;No;2;Turbo Fan;;;Positioning;;;;;2;VMC;TAKEOFF;Probable Cause;12/28/2004
20030909X01485;Incident;MIA03IA157;08/05/2003;Arecibo, PR;United States;18.450000;-66.675000;ABO;Arecibo Airport;Incident;;;N371R;Cessna;402C;No;2;Reciprocating;;NSCH;;;;;;4;VMC;CRUISE;Probable Cause;04/28/2004
20030820X01372;Incident;LAX03IA252;07/30/2003;SALINAS, CA;United States;36.650000;-121.600000;SNS;SALINAS MUNI;Incident;;;N29KH;Bell;222;No;2;Turbo Shaft;;NSCH;;;;;;4;VMC;CRUISE;Probable Cause;12/28/2004
20030915X01533;Incident;DCA03WA055;07/17/2003;Londonderry, United Kingdom;United Kingdom;;;;;Incident;Minor;;;McDonnell Douglas;MD-83;No;;;;SCHD;;;;;;140;;;Foreign;09/15/2003
20030714X01102;Incident;CHI03IA207;07/11/2003;Creve Coeur, MO;United States;38.727500;-90.508056;1H0;Creve Coeur Airport;Incident;Minor;;N444T;Spiker Rotorway;162F;Yes;1;Reciprocating;;;Unknown;;;;;1;VMC;STANDING;Probable Cause;03/02/2004
20030624X00941;Incident;LAX03IA199;06/13/2003;Phoenix, AZ;United States;33.434166;-112.008056;KPHX;Phoenix Sky Harbor Intl;Incident;;;N97325;Bombardier;CL-600-2B19;No;2;Turbo Jet;;SCHD;;;;;;52;VMC;CLIMB;Probable Cause;10/27/2005
20030616X00873;Incident;DEN03IA101;06/10/2003;Dodge City, KS;United States;;;;N/A;Incident;;;N704X;Boeing;757-200;No;2;Turbo Fan;;SCHD;;TWA Airlines LLC. (DBA: American Airlines Flight 2885);;;1;173;VMC;CRUISE;Probable Cause;09/01/2004
20030609X00820;Incident;CHI03IA153;06/07/2003;Milwaukee, WI;United States;42.947222;-87.896666;MKE;General Mitchell International;Incident;Minor;;N901SK;Beech;1900D;No;2;Turbo Prop;;SCHD;;Skyway Airlines Inc. (DBA: Skyway Airlines);;;;8;VMC;TAKEOFF;Probable Cause;03/30/2005
20030612X00863;Incident;NYC03IA117;05/30/2003;Jamaica, NY;United States;40.645555;-73.754444;JFK;John F. Kennedy International;Incident;Minor;;N703GC;McDonnell Douglas;MD-11F;No;3;Turbo Jet;;SCHD;;GEMINI AIR CARGO INC;;;;3;VMC;LANDING;Probable Cause;04/28/2005
20030528X00732;Incident;MIA03IA110;05/22/2003;Miami, FL;United States;25.647777;-80.432778;KTMB;Kendall-Tamiami Executive Arpt;Incident;;;N402DD;Cessna;402C;No;2;Reciprocating;;;Flight Test;;;;;3;VMC;LANDING;Probable Cause;09/29/2004
20030516X00677;Incident;ATL03IA090;05/08/2003;Chattanooga, TN;United States;35.035000;-85.203611;CHA;Lovell Field;Incident;;;N829AS;Canadair;CL-600-2B19;No;2;Turbo Fan;;SCHD;;Atlantic Southeast Airlines, Inc.;;;;21;VMC;CLIMB;Probable Cause;12/28/2004
20030421X00540;Incident;DEN03IA067;04/17/2003;Salt Lake City, UT;United States;40.788333;-111.977778;SLC;Salt Lake City International;Incident;Minor;;N6712B;Boeing;757-232;No;2;Turbo Fan;;SCHD;;;;;;123;VMC;CLIMB;Probable Cause;09/30/2003
20030418X00532;Incident;CHI03IA108;04/17/2003;Wheeling, IL;United States;42.114167;-87.901389;PWK;Palwaukee Municipal;Incident;Minor;;N855JL;Piper;PA-31T1;No;2;Turbo Prop;;;Business;;;;;2;VMC;APPROACH;Probable Cause;06/30/2004
20030428X00581;Incident;LAX03IA137;04/10/2003;Oakland, CA;United States;37.724445;-122.223334;OAK;Metropolitian Oakland INTL;Incident;;;N676FE;Airbus Industrie;A300F4-605R;No;2;Turbo Fan;;NSCH;;Federal Express Corporation;;;;2;VMC;CLIMB;Probable Cause;12/28/2004
20030410X00480;Incident;CHI03IA097;04/01/2003;Chicago, IL;United States;41.979723;-87.904444;ORD;Chicago O'Hare Intl;Incident;;;N175UA;Boeing;747-422;No;4;Turbo Jet;;SCHD;;United Airlines Inc (DBA: United Airlines);;;;319;VMC;CRUISE;Probable Cause;09/30/2003
20030407X00443;Incident;ATL03IA073;04/01/2003;Eufaula, AL;United States;31.951111;-85.128889;EUF;Weedon Field;Incident;Minor;Airplane;N696SP;Cessna;182P;No;1;Reciprocating;Part 91: General Aviation;;Personal;;;;;3;VMC;CRUISE;Probable Cause;02/05/2013
20030408X00459;Incident;CHI03IA096;03/18/2003;Saginaw, MI;United States;43.532778;-84.079723;MBS;MBS International;Incident;Minor;;N1114N;Cessna;208B;No;1;Turbo Prop;;NSCH;;Mid Atlantic Freight, Inc.;;;1;;VMC;CRUISE;Probable Cause;12/30/2003
20030327X00400;Incident;DEN03IA054;03/16/2003;Cedar City, UT;United States;37.701111;-113.091666;CDC;Cedar City Regional Airport;Incident;Minor;;N214SW;Embraer;EMB-120ER;No;2;Turbo Prop;;SCHD;;;;;;15;IMC;TAKEOFF;Probable Cause;01/24/2005
20030327X00405;Incident;SEA03IA046;03/14/2003;Seattle, WA;United States;47.448889;-122.309444;SEA;Seattle-Tacoma International;Incident;;;N298AA;Boeing;DC-9-82;No;2;Turbo Fan;;SCHD;;;;;;111;VMC;LANDING;Probable Cause;04/28/2004
20030317X00344;Incident;NYC03IA066;03/13/2003;Wellman, OH;United States;39.484722;-84.029723;CVG;Cincinnati/Northern Kentucky;Incident;Minor;;N419FJ;Dornier;328-300;No;2;Turbo Fan;;SCHD;;ATLANTIC COAST AIRLINES (DBA: Delta Connection);;;;15;IMC;DESCENT;Probable Cause;02/05/2004
20071218X01966;Incident;ENG03RA012;03/11/2003;Kelona, BC, Canada;Canada;;;;;Incident;;;;Boeing;737-200;No;;;;SCHD;;;;;;;;;Foreign;12/18/2007
20080506X00607;Incident;ENG03RA009;03/01/2003;Lake Johnston, Australia;Australia;;;;;Incident;Substantial;;;Cessna;Conquest;No;;;;;Unknown;;;;;6;VMC;;Foreign;05/06/2008
20030408X00455;Incident;ANC03IA037;02/28/2003;HOMER, AK;United States;59.750000;-150.750000;;BRADLEY LAKES AIRSTRIP;Incident;Minor;;N8337Q;Cessna;206;No;1;Reciprocating;;NSCH;;;;;;2;VMC;LANDING;Probable Cause;11/25/2003
20030220X00241;Incident;CHI03IA070;02/14/2003;Bloomington, IL;United States;40.344444;-88.915833;BMI;Central Illinois Regional;Incident;Minor;;N653BR;Canadair;CRJ-600;No;2;Turbo Fan;;SCHD;;ATLANTIC COAST AIRLINES;;;;29;IMC;LANDING;Probable Cause;03/30/2005
20030224X00252;Incident;MIA03IA062;02/13/2003;Fort Lauderdale, FL;United States;26.072500;-80.152778;FLL;Fort Lauderdale International;Incident;Minor;;N891CA;Cessna;500;No;;Turbo Jet;;;Positioning;;;;;2;VMC;TAKEOFF;Probable Cause;06/08/2005
20090526X02836;Incident;ENG03WA007;02/13/2003;Okinawa, Japan;Japan;;;OKA;Okinawa;Incident;;Airplane;;BOEING;747;No;4;Turbo Fan;Non-U.S., Commercial;SCHD;;;;;;;;;Foreign;06/10/2009
20030219X00238;Incident;CHI03IA069;02/12/2003;Goodland, KS;United States;39.370556;-101.698889;GLD;Goodland Municipal Airport;Incident;Minor;;N9247L;Piper;PA-31-350;No;2;Reciprocating;;NSCH;;KEY LIME AIR;;;;1;VMC;CRUISE;Probable Cause;04/28/2004
20030212X00205;Incident;CHI03IA066;02/04/2003;Wichita, KS;United States;;;;;Incident;;;C-GJCV;Bombardier;BD 100-1A10;No;2;Turbo Fan;;;Flight Test;;;;;4;VMC;CRUISE;Probable Cause;05/30/2006
20030122X00086;Incident;CHI03IA055;01/16/2003;Indianapolis, IN;United States;39.717223;-86.294444;IND;INDIANAPOLIS INTL;Incident;Minor;;N303TZ;Boeing;737-83N;No;2;Turbo Jet;;SCHD;;AMERICAN TRANS AIR INC;;;;79;IMC;TAXI;Probable Cause;04/28/2004
20030207X00179;Incident;NYC03IA042;01/14/2003;Jamaica, NY;United States;40.639722;-73.778889;JFK;John F, Kennedy, Intl;Incident;;;I-DUPA;McDonnell Douglas;MD-11-C;No;3;Turbo Fan;;SCHD;;;;;;142;VMC;CRUISE;Probable Cause;09/30/2004
20030325X00388;Incident;LAX03IA098;01/11/2003;KAHULUI, HI;United States;20.900000;-156.433333;OGG;KAHULUI;Incident;;;N482HA;Boeing;717-200;No;2;Turbo Fan;;SCHD;;;;;;87;VMC;CLIMB;Probable Cause;01/31/2007
20030116X00075;Incident;DEN03IA033;01/11/2003;Salt Lake City, UT;United States;40.788333;-111.992777;;;Incident;Minor;;N551UA;Boeing;757-222;No;2;Turbo Fan;;SCHD;;United Airlines (DBA: United Airlines, Inc.);;;;140;VMC;CRUISE;Probable Cause;11/25/2003
20030115X00070;Incident;DEN03IA032;01/04/2003;Telluride, CO;United States;37.953889;-107.908611;TEX;Telluride Regional Airport;Incident;Minor;;N270KA;Hawker Siddeley;HS-125-700A;No;2;Turbo Fan;;NSCH;;Key Air Incorporated (DBA: Key Air Incorporated);;;;6;VMC;STANDING;Probable Cause;08/26/2003
20030131X00137;Incident;OPS03IA001;12/17/2002;Agana, GU;United States;;;PGUM;Guam International;Incident;Minor;;;Airbus Industrie;330-301;No;2;Turbo Fan;;SCHD;;;;;;115;IMC;APPROACH;Probable Cause;02/05/2004
20030106X00018;Incident;NYC03IA030;12/13/2002;Manassas, VA;United States;38.721389;-77.515556;HEF;Manassas Region;Incident;Substantial;Airplane;N141AJ;Piper;PA-601P;No;2;Reciprocating;Part 91: General Aviation;;Personal;;;;;1;IMC;TAKEOFF;Probable Cause;02/05/2013
20080425X00541;Incident;ENG03WA004;12/08/2002;Brisbane, Australia;Australia;;;ABBN;Dummy;Incident;Minor;;;Boeing;767-219ER;No;;;;SCHD;;;;;;;;;Foreign;04/25/2008
20021211X05589;Incident;CHI03IA033;12/05/2002;Moberly, MO;United States;39.463889;-92.427500;MBY;Omar N Bradley Airport;Incident;Minor;;N353RK;Hughes;OH-6;No;1;Turbo Shaft;;;Ferry;;;;;1;VMC;CRUISE;Probable Cause;04/28/2004
20021204X05563;Incident;IAD03WA020;11/27/2002;Atlantic Ocean, AO;United States;;;;;Incident;Minor;;;British Aircraft Corp. (BAC);Concorde;No;;;;SCHD;;;;;;106;;;Foreign;12/04/2002
20080415X00476;Incident;ENG03RA003;11/24/2002;Hobart,Tasmania, Australia;Australia;;;;;Incident;;;;Boeing;717;No;;;;SCHD;;;;;;;;;Foreign;04/15/2008
20021125X05520;Incident;CHI03IA027;11/21/2002;Chicago, IL;United States;41.979723;-87.904444;ORD;O'Hare International;Incident;Minor;;N804UA;Airbus Industrie;A319-131;No;2;Turbo Fan;;SCHD;;;;;;82;VMC;TAKEOFF;Probable Cause;04/28/2004
20021209X05575;Incident;NYC03IA027;11/17/2002;Rockville, VA;United States;37.725000;-77.715000;DCA;Washington National Arpt;Incident;;;N868CA;Canadair;CL-600-2B19;No;2;Turbo Fan;;SCHD;;;;;;51;VMC;DESCENT;Probable Cause;06/02/2004
20021203X05547;Incident;IAD03IA017;10/22/2002;LEESBURG, VA;United States;39.077778;-77.557222;JYO;Leesburg Executive Airport;Incident;;;N184CM;CRAIG N. MOEN;RV-8;Yes;1;Reciprocating;;;Personal;;;;;1;VMC;APPROACH;Probable Cause;08/26/2003
20021121X05498;Incident;MIA03WA011;10/21/2002;Buenos Aires, Argentina;Argentina;-34.822223;-58.535833;;;Incident;Minor;;;Boeing;767-300;No;;;;SCHD;;;;;;162;VMC;;Foreign;11/21/2002
20021022X05363;Incident;ATL03IA006;10/21/2002;Valdosta, GA;United States;30.782500;-83.276667;VLD;VALDOSTA REGIONAL;Incident;Minor;;N660VL;American Blimp Corp.;A-60;No;2;Reciprocating;;;Positioning;;;;;1;VMC;OTHER;Probable Cause;04/15/2003
20021127X05535;Incident;DCA03IA005;10/20/2002;Baltimore, MD;United States;;;;;Incident;;;TF-FII;Boeing;757-200;;2;Turbo Fan;;SCHD;;ICELANDAIR - FKYGKEUDUR HF;;;;196;;TAKEOFF;Probable Cause;07/15/2005
20030423X00550;Incident;IAD03IA007;10/19/2002;BOSTON, MA;United States;42.375000;-71.002778;BOS;LOGAN INTERNATIONAL AIRPORT;Incident;Minor;;N607UA;Boeing;767-222;No;2;Turbo Fan;;SCHD;;;;;;128;VMC;TAKEOFF;Probable Cause;08/26/2003
20031020X01773;Incident;NYC03IA011;10/18/2002;Altoona, PA;United States;40.284444;-78.316945;;;Incident;Minor;;N4295R;Piper;PA-28-236;No;1;Reciprocating;;;Flight Test;;;;;2;VMC;CLIMB;Probable Cause;12/30/2003
20080325X00377;Incident;ENG02WA014;10/11/2002;;Australia;;;;;Incident;;;;Saab-Scania AB (Saab);227-AC;;;;;NSCH;;;;;;;;;Foreign;03/25/2008
20021018X05344;Incident;ANC03IA001;10/09/2002;Anchorage, AK;United States;61.174445;-149.996389;PANC;Ted Stevens International;Incident;;;N661US;Boeing;747-400;No;4;Turbo Fan;;SCHD;;NORTHWEST AIRLINES INC (DBA: Northwest Airlines Inc.);;;;404;VMC;CRUISE;Probable Cause;06/29/2004
20080506X00605;Incident;ENG03RA001;10/04/2002;Launceton, Australia;Australia;;;;;Incident;;;;Boeing;717-200;No;;;;SCHD;;;;;;;;;Foreign;05/06/2008
20020923X05202;Incident;MIA02IA167;09/13/2002;Miami, FL;United States;25.793333;-80.290555;KMIA;Miami International Airport;Incident;Minor;;N939AN;Boeing;737-823;No;2;Turbo Fan;;SCHD;;;;;;105;VMC;STANDING;Probable Cause;07/29/2004
20020911X01586;Incident;DCA02WA057;09/10/2002;Gander, Newfndl, Canada;Canada;;;;;Incident;Minor;;N441J;Douglas;DC-8-63;No;;;;NSCH;;;;;;5;IMC;;Foreign;09/11/2002
20020930X05249;Incident;CHI02IA270;09/05/2002;Minneapolis, MN;United States;44.880000;-93.216667;MSP;Minneapolis-St. Paul Intl;Incident;Minor;;N1473K;Fokker;100;No;2;Turbo Fan;;SCHD;;;;;;33;VMC;TAKEOFF;Probable Cause;09/30/2003
20020930X05250;Incident;CHI02IA275;09/04/2002;Detroit, MI;United States;42.211667;-83.348333;;;Incident;;;N110XJ;Saab-Scania AB (Saab);340A;No;2;Turbo Prop;;SCHD;;;;;;25;VMC;CLIMB;Probable Cause;03/02/2004
20020905X01530;Incident;LAX02WA272;08/30/2002;AUCKLAND, New Zealand;New Zealand;;;;;Incident;;;;Boeing;747-419;;;;;SCHD;;;;;;;;;Foreign;09/05/2002
20020909X01553;Incident;ATL02IA165;08/29/2002;Tampa, FL;United States;27.981111;-82.533056;TPA;TAMPA INTL;Incident;;;N81533;Beech;1900D;No;2;Turbo Prop;;SCHD;;;;;;15;VMC;LANDING;Probable Cause;02/05/2004
20020909X01554;Incident;MIA02IA160;08/26/2002;Bradenton, FL;United States;27.482778;-82.523056;;;Incident;Minor;;N528SF;Eurocopter Deutschland GMBH;MBB BK-117 A4;No;2;Turbo Shaft;;NSCH;;;;;;5;VMC;CRUISE;Probable Cause;01/24/2005
20021010X05313;Incident;MIA02WA176;08/24/2002;Buenos Aires, Argentina;Argentina;-34.822223;-58.535833;;;Incident;;;N178DN;Boeing;767-332ER;No;;;;SCHD;;;;;;208;VMC;;Foreign;10/10/2002
20030108X00034;Incident;FTW03IA073;08/20/2002;Memphis, TN;United States;35.042222;-89.976667;;;Incident;;;N610CA;Mitsubishi;MU-2B-60;No;2;Turbo Prop;;NSCH;;;;;;1;VMC;CRUISE;Probable Cause;06/02/2004
20020813X01372;Incident;ATL02IA155;08/10/2002;Tampa, FL;United States;27.975278;-82.533056;TPA;Tampa International Airport;Incident;Minor;;N388FE;McDonnell Douglas;DC-10-10;No;3;Turbo Jet;;SCHD;;;;;;4;VMC;APPROACH;Probable Cause;04/01/2003
20020906X01547;Incident;IAD02IA076;07/28/2002;NEW YORK, NY;United States;40.777223;-73.872500;LGA;La Guardia;Incident;;;N409FJ;Fairchild Dornier;DO-328-300;No;2;Turbo Fan;;SCHD;;ATLANTIC COAST AIRLINES (DBA: DELTA CONNECTION);;;;35;VMC;TAKEOFF;Probable Cause;09/01/2004
20021121X05497;Incident;MIA02WA178;07/10/2002;Buenos Aires, Argentina;Argentina;-34.566667;-58.416667;;;Incident;Minor;;;Piper;PA-32R-300;No;;;;;Other Work Use;;;;;1;VMC;;Foreign;11/21/2002
20080328X00394;Incident;ENG02RA009;07/03/2002;Australia, Australia;Australia;;;;;Incident;;;;Piper;Chieftain;No;;;;;Unknown;;;;;;;;Foreign;03/28/2008
20020722X01178;Incident;NYC02WA135;07/02/2002;Asuncion, Paraguay;Paraguay;;;;;Incident;;;N376AN;Boeing;767-300;No;;;;SCHD;;;;;;144;;;Foreign;07/22/2002
20020717X01144;Incident;ATL02IA138;06/28/2002;Nashville, TN;United States;36.124445;-86.678056;BNA;NASHVILLE INTERNATIONAL;Incident;Minor;;N9098Q;Beech;58;No;2;Reciprocating;;;Positioning;;;;;2;VMC;LANDING;Probable Cause;08/26/2003
20020718X01167;Incident;DCA02WA045;06/19/2002;Darwin, Australia;Australia;;;;;Incident;;;;Boeing;737-800;No;;;;SCHD;;;;;;;VMC;;Foreign;07/18/2002
20020829X01491;Incident;ANC02IA093;06/18/2002;TALKEETNA, AK;United States;62.333333;-150.083333;;;Incident;;;N828KT;Piper;PA-31-350;No;2;Reciprocating;;NSCH;;;;1;;8;VMC;CRUISE;Probable Cause;09/30/2003
20020702X01026;Incident;NYC02IA118;06/17/2002;Oxford, CT;United States;41.478334;-73.135000;OXC;Waterbury-Oxford;Incident;Minor;;N989AL;Learjet;35A;No;2;Turbo Fan;;;Instructional;;;;;2;VMC;LANDING;Probable Cause;04/18/2003
20020625X00967;Incident;NYC02IA117;06/17/2002;Washington, DC;United States;38.851944;-77.037777;DCA;Ronald Regan Washington;Incident;;;N439JS;Dornier;328;No;2;Turbo Prop;;SCHD;;;;;1;13;VMC;STANDING;Probable Cause;06/25/2003
20020718X01169;Incident;DCA02WA044;06/13/2002;Manchester, United Kingdom;United Kingdom;;;;;Incident;Minor;;;Boeing;747-240B;No;;;;SCHD;;;;;;;VMC;;Foreign;07/18/2002
20020906X01546;Incident;IAD02IA057;06/06/2002;Cinncinnati, OH;United States;39.046111;-84.662222;CVG;Cinncinati International;Incident;;;N413FJ;Fairchild Dornier;DO-328-300;No;2;Turbo Fan;;SCHD;;ATLANTIC COAST AIRLINES (DBA: DELTA CONNECTION);;;;35;VMC;DESCENT;Probable Cause;09/01/2004
20020612X00866;Incident;CHI02IA151;06/04/2002;Wichita, KS;United States;38.139444;-97.370556;;;Incident;;;N823NK;McDonnell Douglas;MD-82;No;2;Turbo Fan;;SCHD;;;;;;111;VMC;CRUISE;Probable Cause;01/28/2005
20020612X00859;Incident;SEA02IA092;05/31/2002;SEATAC, WA;United States;47.461111;-122.301667;SEA;Seattle-Tacoma International;Incident;Minor;;N608FE;McDonnell Douglas;MD-11F;No;3;Turbo Fan;;SCHD;;Federal Express Corp.;;;;2;VMC;STANDING;Probable Cause;04/23/2003
20020607X00826;Incident;ATL02IA112;05/30/2002;Sarasota, FL;United States;27.395277;-82.553889;SRQ;Sarasota Braden Airport;Incident;Minor;;N7PJ;Cessna;210L;No;1;Reciprocating;;NSCH;;;;;1;;VMC;LANDING;Probable Cause;11/25/2003
20020531X00785;Incident;NYC02IA100;05/22/2002;Albany, NY;United States;42.733333;-73.800000;;;Incident;;;N421FJ;Dornier;328-300;No;2;Turbo Fan;;SCHD;;Atlantic Coast Airlines (DBA: Delta Connection);;;;5;VMC;DESCENT;Probable Cause;04/18/2003
20020612X00862;Incident;SEA02IA096;05/20/2002;Cocolalla, ID;United States;48.078611;-116.630278;;;Incident;;;N286M;Kaman;K-600 (HH-43B);No;1;Turbo Shaft;;;Other Work Use;;;;;1;VMC;CLIMB;Probable Cause;05/30/2003
20020523X00725;Incident;NYC02IA097;05/08/2002;Covington, KY;United States;39.046111;-84.662222;;;Incident;;;N709CA;Bombardier;CL600-2B19;No;2;Turbo Fan;;SCHD;;;;;;18;IMC;CRUISE;Probable Cause;07/07/2005
20020521X00710;Incident;MIA02IA094;05/08/2002;Miami, FL;United States;;;;;Incident;Minor;;EI-BXI;Boeing;B737-448;No;2;Turbo Fan;;SCHD;;RYAN AIR INC (DBA: Ryan International Airlines);;;;160;VMC;CRUISE;Probable Cause;07/07/2005
20020607X00834;Incident;IAD02IA046;05/02/2002;ATLANTIC CITY, NJ;United States;39.457500;-74.577223;ACY;Atlantic City;Incident;;;N429FJ;Fairchild Dornier;DO-328-300;No;2;Turbo Fan;;SCHD;;ATLANTIC COAST AIRLINES (ACA) (DBA: DELTA CONNECTION);;;;36;IMC;DESCENT;Probable Cause;09/01/2004
20020501X00606;Incident;CHI02IA116;04/22/2002;Hillsdale, WI;United States;;;;;Incident;Minor;;N26SJ;Beech;200;No;2;Turbo Prop;;NSCH;;;;;;9;VMC;CRUISE;Probable Cause;11/25/2003
20020426X00575;Incident;CHI02IA110;04/20/2002;Sturgis, MI;United States;;;IRS;Kirsch Municipal Airport;Incident;Minor;;N92721;Piper;PA-34-220T;No;2;Reciprocating;;;Instructional;;;;;2;VMC;LANDING;Probable Cause;04/01/2003
